Transaction_date,Product,Price
1/24/09 8:21,Product1,1200
1/24/09 8:25,Product1,1200
1/18/09 13:06,Product1,1200
1/22/09 18:44,Product1,1200
1/8/09 8:58,Product1,1200
1/4/09 9:54,Product1,1200
1/13/09 20:22,Product1,1200
1/9/09 10:22,Product1,1200
1/5/09 12:28,Product1,1200
1/26/09 3:43,Product1,1200
1/26/09 3:49,Product2,3600
1/11/09 13:16,Product2,3600
1/22/09 15:32,Product1,1200
1/9/09 14:25,Product1,1200
1/21/09 11:28,Product1,800
1/1/09 14:19,Product1,1200
1/26/09 4:30,Product1,1200
1/7/09 4:45,Product1,1200
1/11/09 12:12,Product1,1200
1/26/09 10:24,Product1,1200
1/26/09 8:58,Product1,1200
1/7/09 17:51,Product1,1200
1/18/09 20:16,Product1,1200
1/13/09 9:51,Product1,1200
1/24/09 18:43,Product1,1200
1/5/09 0:46,Product1,1200
1/9/09 1:12,Product1,1200
1/26/09 6:25,Product1,1200
1/21/09 16:57,Product1,1200
1/5/09 5:33,Product1,1200
1/27/09 5:10,Product1,1200
1/7/09 8:00,Product1,1200
1/20/09 7:08,Product2,3600
1/27/09 2:26,Product1,1200
1/5/09 6:14,Product1,1200
1/13/09 8:11,Product2,3600
1/10/09 9:18,Product1,1200
1/8/09 18:52,Product1,1200
1/12/09 10:06,Product1,1200
1/1/09 19:25,Product1,1200
1/27/09 15:28,Product1,1200
1/2/09 18:43,Product1,1200
1/8/09 18:41,Product1,1200
1/4/09 18:34,Product1,1200
1/25/09 8:32,Product1,1200
1/23/09 22:19,Product1,1200
1/7/09 10:03,Product1,1200
1/18/09 3:46,Product1,1200
1/28/09 0:40,Product1,1200
1/2/09 15:18,Product1,1200
1/18/09 13:59,Product1,1200
1/16/09 9:54,Product1,1200
1/28/09 7:07,Product1,1200
1/28/09 7:31,Product1,1200
1/18/09 12:32,Product1,1200
1/13/09 14:05,Product1,1200
1/28/09 7:49,Product1,1200
1/28/09 3:07,Product1,1200
1/12/09 15:16,Product1,1200
1/6/09 11:17,Product2,3600
1/23/09 9:49,Product1,1200
1/24/09 4:01,Product1,1200
1/25/09 18:21,Product1,1200
1/15/09 10:51,Product1,1200
1/2/09 5:14,Product1,1200
1/9/09 10:35,Product2,3600
1/4/09 10:16,Product1,1200
1/2/09 12:16,Product1,1200
1/28/09 12:31,Product1,1200
1/14/09 12:07,Product1,1200
1/16/09 7:20,Product2,3600
1/6/09 9:55,Product1,1200
1/7/09 12:55,Product1,1200
1/19/09 12:14,Product1,1200
1/13/09 15:19,Product2,3600
1/18/09 8:56,Product1,1200
1/4/09 17:54,Product1,1200
1/5/09 13:46,Product1,1200
1/5/09 10:49,Product2,3600
1/12/09 18:24,Product1,1200
1/18/09 4:01,Product1,1200
1/16/09 10:58,Product1,1200
1/13/09 8:20,Product1,1200
1/12/09 1:42,Product1,1200
1/28/09 13:07,Product1,1200
1/29/09 5:43,Product1,1200
1/29/09 5:30,Product1,1200
1/13/09 18:08,Product1,1200
1/9/09 15:24,Product1,1200
1/23/09 15:33,Product1,1200
1/29/09 12:28,Product1,1200
1/13/09 11:31,Product1,1200
1/29/09 10:09,Product2,3600
1/29/09 15:08,Product1,1200
1/4/09 5:12,Product1,1200
1/22/09 22:16,Product2,3600
1/5/09 19:26,Product1,1200
1/11/09 12:22,Product1,1200
1/2/09 9:31,Product1,1200
1/5/09 11:21,Product1,1200
1/17/09 9:49,Product1,1200
1/28/09 1:38,Product1,1200
1/19/09 10:32,Product1,1200
1/26/09 12:05,Product1,1250
1/7/09 18:53,Product1,1200
1/26/09 11:38,Product1,1200
1/8/09 13:19,Product1,1200
1/11/09 14:56,Product1,1200
1/30/09 20:36,Product1,1200
1/1/09 8:09,Product1,1200
1/17/09 11:09,Product1,1200
1/31/09 7:22,Product1,1200
1/31/09 9:12,Product1,1200
1/31/09 8:56,Product1,1200
1/31/09 9:00,Product1,1200
1/11/09 14:07,Product1,1200
1/1/09 12:25,Product2,3600
1/31/09 11:14,Product2,3600
1/2/09 9:57,Product1,1200
1/4/09 13:20,Product1,1200
1/22/09 12:32,Product1,1200
1/18/09 6:09,Product1,1200
1/8/09 0:04,Product1,1200
1/24/09 7:14,Product1,1200
1/24/09 11:05,Product1,1200
1/6/09 15:12,Product1,1200
1/24/09 17:06,Product1,1200
1/3/09 9:58,Product1,1200
1/9/09 16:35,Product1,1200
1/12/09 14:50,Product1,1200
1/7/09 13:49,Product1,1200
1/9/09 19:41,Product1,1200
1/26/09 4:53,Product1,1200
1/23/09 21:41,Product1,1200
1/6/09 16:07,Product1,1200
1/10/09 7:55,Product1,1200
1/28/09 20:44,Product1,1200
1/9/09 3:38,Product1,1200
1/19/09 8:52,Product1,1200
1/15/09 7:26,Product1,1200
1/30/09 19:12,Product1,1200
1/5/09 12:41,Product1,1200
1/28/09 20:59,Product1,1200
1/10/09 21:36,Product1,1200
1/25/09 19:59,Product1,1200
1/7/09 8:03,Product1,1200
1/21/09 9:07,Product1,1200
1/23/09 14:43,Product1,1200
1/5/09 13:07,Product1,1200
1/6/09 3:39,Product1,1200
1/15/09 15:26,Product1,1200
1/23/09 4:47,Product1,1200
1/12/09 10:05,Product2,3600
1/30/09 5:13,Product1,1200
1/14/09 10:32,Product3,7500
1/12/09 8:13,Product1,1200
1/27/09 8:11,Product1,1200
1/30/09 17:33,Product1,1200
1/15/09 9:52,Product1,1200
1/13/09 11:54,Product1,1200
1/21/09 11:00,Product1,1200
1/16/09 11:49,Product1,1200
1/1/09 9:35,Product1,1200
1/13/09 5:58,Product1,1200
1/6/09 16:08,Product2,3600
1/5/09 10:25,Product1,1200
1/4/09 21:08,Product1,1200
1/12/09 20:43,Product1,1200
1/17/09 3:22,Product1,1200
1/18/09 11:17,Product1,1200
1/27/09 9:01,Product1,1200
1/8/09 8:11,Product1,1200
1/26/09 23:28,Product2,3600
1/10/09 21:35,Product1,1200
1/11/09 6:01,Product1,1200
1/19/09 14:53,Product1,1200
1/22/09 7:14,Product1,1200
1/15/09 8:12,Product1,1200
1/7/09 6:33,Product1,1200
1/12/09 8:05,Product1,1200
1/28/09 13:03,Product2,3600
1/25/09 8:54,Product1,1200
1/5/09 10:08,Product1,1200
1/5/09 19:29,Product1,1200
1/7/09 19:06,Product2,3600
1/23/09 11:33,Product1,1200
1/3/09 21:11,Product1,1200
1/11/09 17:28,Product1,1200
1/21/09 20:18,Product1,1200
1/24/09 10:23,Product1,1200
1/7/09 14:55,Product1,1200
1/29/09 10:38,Product1,1200
1/8/09 14:04,Product1,1200
1/31/09 21:50,Product1,1200
1/1/09 16:00,Product1,1200
1/30/09 13:13,Product1,1200
1/27/09 16:50,Product1,1200
1/30/09 7:42,Product1,250
1/17/09 15:48,Product2,3600
1/12/09 11:40,Product2,3600
1/30/09 20:27,Product1,1200
1/27/09 18:35,Product1,1200
1/16/09 12:47,Product1,1200
1/2/09 2:50,Product1,1200
1/21/09 5:39,Product1,1200
1/28/09 1:28,Product1,1200
1/8/09 13:33,Product1,1200
1/22/09 12:09,Product1,1200
1/20/09 8:23,Product1,1200
1/2/09 7:47,Product1,1200
1/11/09 4:55,Product1,1200
1/23/09 7:47,Product1,1800
1/21/09 23:19,Product1,1200
1/11/09 4:29,Product3,7500
1/11/09 4:39,Product1,1200
1/10/09 8:13,Product1,1200
1/22/09 12:55,Product1,1200
1/17/09 15:00,Product1,1200
1/4/09 14:06,Product1,1200
1/30/09 17:09,Product1,1200
1/20/09 5:01,Product1,1200
1/26/09 14:37,Product1,1200
1/29/09 13:27,Product1,1200
1/12/09 10:33,Product1,1200
1/5/09 8:28,Product1,1200
1/25/09 16:11,Product3,7500
1/25/09 20:44,Product1,1200
1/26/09 11:36,Product1,1200
1/27/09 2:32,Product1,1200
1/18/09 13:36,Product1,1200
1/7/09 5:53,Product1,1200
1/25/09 1:53,Product3,7500
1/18/09 11:42,Product1,1200
1/13/09 1:46,Product1,1200
1/2/09 15:57,Product1,1200
1/25/09 8:50,Product1,1200
1/14/09 8:16,Product2,3600
1/27/09 11:21,Product1,1200
1/8/09 10:13,Product1,1200
1/5/09 7:47,Product1,1200
1/22/09 9:00,Product1,1200
1/25/09 12:59,Product1,1200
1/10/09 19:28,Product2,3600
1/8/09 19:29,Product2,3600
1/8/09 12:04,Product1,1200
1/4/09 16:59,Product1,1200
1/30/09 11:56,Product1,1200
1/6/09 5:10,Product1,1200
1/14/09 3:39,Product1,1200
1/14/09 3:47,Product1,1200
1/19/09 3:19,Product1,1200
1/7/09 1:42,Product1,1200
1/7/09 13:01,Product2,3600
1/27/09 2:35,Product1,1200
1/3/09 14:14,Product1,1200
1/22/09 12:37,Product2,3600
1/29/09 6:49,Product1,1200
1/6/09 9:45,Product1,1200
1/12/09 11:16,Product1,1200
1/13/09 13:49,Product1,1200
1/12/09 7:23,Product1,1200
1/30/09 4:48,Product1,1200
1/22/09 16:29,Product1,1200
1/27/09 6:26,Product1,1200
1/15/09 10:16,Product3,7500
1/19/09 18:54,Product1,1200
1/2/09 22:44,Product2,3600
1/1/09 18:32,Product1,1200
1/14/09 1:28,Product1,1200
1/20/09 8:08,Product1,1200
1/29/09 2:48,Product1,1200
1/24/09 18:02,Product1,1200
1/7/09 8:26,Product1,1200
1/24/09 3:36,Product1,1200
1/5/09 15:23,Product1,1200
1/25/09 16:17,Product1,1200
1/15/09 10:37,Product1,1200
1/20/09 15:28,Product1,1200
1/28/09 18:00,Product1,13000
1/29/09 5:06,Product1,1200
1/6/09 18:53,Product1,1200
1/21/09 6:55,Product1,1200
1/26/09 20:18,Product1,1200
1/25/09 17:58,Product2,3600
1/9/09 14:37,Product1,1200
1/25/09 2:46,Product2,3600
1/17/09 20:46,Product2,3600
1/24/09 7:18,Product2,3600
1/11/09 7:09,Product1,1200
1/8/09 4:15,Product1,1200
1/22/09 10:47,Product1,1200
1/26/09 20:47,Product1,1200
1/12/09 12:22,Product1,1200
1/26/09 1:44,Product2,3600
1/18/09 12:57,Product1,1200
1/24/09 21:26,Product1,1200
1/26/09 12:26,Product2,3600
1/5/09 7:37,Product1,1200
1/14/09 12:33,Product1,1200
1/14/09 0:15,Product2,3600
1/1/09 12:42,Product1,1200
1/6/09 6:07,Product1,1200
1/15/09 5:11,Product2,3600
1/17/09 4:03,Product1,1200
1/19/09 10:13,Product2,3600
1/18/09 9:42,Product1,1200
1/9/09 11:14,Product1,1200
1/10/09 13:42,Product1,1200
1/7/09 7:28,Product1,1200
1/18/09 6:46,Product1,1200
1/30/09 12:18,Product1,1200
1/6/09 5:42,Product1,1200
1/2/09 10:58,Product2,3600
1/8/09 3:29,Product1,1200
1/12/09 13:23,Product2,3600
1/19/09 9:34,Product1,1200
1/9/09 7:49,Product1,1200
1/15/09 5:27,Product2,3600
1/8/09 23:40,Product1,1200
1/27/09 11:02,Product1,1200
1/14/09 13:23,Product1,1200
1/7/09 20:01,Product1,1200
1/20/09 12:32,Product1,1200
1/6/09 14:35,Product1,1200
1/4/09 6:51,Product1,1200
1/24/09 18:30,Product1,1200
1/25/09 5:57,Product1,1200
1/5/09 10:02,Product2,3600
1/13/09 9:14,Product1,1200
1/22/09 7:35,Product1,1200
1/2/09 11:06,Product1,1200
1/11/09 9:50,Product1,1200
1/21/09 20:44,Product1,1200
1/5/09 9:09,Product1,1200
1/5/09 12:41,Product1,1200
1/28/09 12:54,Product2,3600
1/21/09 4:46,Product1,1200
1/7/09 13:28,Product1,1200
1/27/09 11:18,Product2,3600
1/7/09 12:39,Product2,3600
1/24/09 13:54,Product2,3600
1/30/09 6:48,Product1,1200
1/22/09 18:07,Product1,1200
1/29/09 15:03,Product1,1200
1/2/09 14:14,Product1,1200
1/19/09 11:05,Product1,1200
1/28/09 16:17,Product1,1200
1/8/09 12:46,Product1,1200
1/29/09 16:07,Product1,1200
1/29/09 13:41,Product1,1200
1/8/09 6:29,Product1,1200
1/4/09 12:53,Product1,1200
1/14/09 12:55,Product1,1200
1/14/09 6:35,Product1,1200
1/27/09 13:08,Product1,1200
1/31/09 23:09,Product1,1200
1/21/09 14:34,Product1,1200
1/16/09 8:28,Product1,1200
1/11/09 9:55,Product1,1200
1/8/09 2:46,Product1,1200
1/26/09 7:11,Product1,1200
1/31/09 5:39,Product2,3600
1/9/09 8:35,Product1,1200
1/24/09 3:25,Product1,1200
1/26/09 8:45,Product1,1200
1/23/09 10:45,Product1,1200
1/28/09 8:50,Product1,1200
1/15/09 19:10,Product2,3600
1/9/09 20:25,Product1,1200
1/15/09 21:53,Product1,1200
1/12/09 0:17,Product1,1200
1/25/09 10:32,Product1,1200
1/12/09 23:35,Product1,1200
1/11/09 6:09,Product1,1200
1/3/09 13:35,Product1,1200
1/18/09 11:03,Product2,3600
1/5/09 18:55,Product1,1200
1/2/09 18:54,Product1,1200
1/13/09 14:44,Product2,3600
1/4/09 4:05,Product1,1200
1/27/09 12:47,Product1,1200
1/22/09 6:51,Product1,1200
1/1/09 21:40,Product1,1200
1/27/09 18:06,Product1,1200
1/10/09 14:59,Product1,1200
1/26/09 15:42,Product1,1200
1/12/09 14:37,Product1,1200
1/16/09 7:58,Product1,1200
1/22/09 14:32,Product1,1200
1/19/09 6:50,Product1,1200
1/24/09 11:54,Product1,1200
1/13/09 13:36,Product1,1200
1/13/09 11:56,Product1,1200
1/19/09 7:49,Product1,1200
1/10/09 7:37,Product1,1200
1/20/09 5:53,Product1,1200
1/6/09 10:34,Product1,1200
1/23/09 5:14,Product1,1200
1/14/09 16:02,Product1,1200
1/14/09 18:05,Product1,1200
1/8/09 20:52,Product1,1200
1/7/09 13:57,Product1,1200
1/25/09 10:34,Product1,1200
1/28/09 4:35,Product1,1200
1/19/09 3:25,Product1,1200
1/18/09 0:41,Product2,3600
1/27/09 2:38,Product1,1200
1/16/09 6:04,Product1,1200
1/5/09 5:30,Product1,1200
1/9/09 14:55,Product1,1200
1/29/09 10:07,Product1,1200
1/27/09 3:55,Product1,1200
1/25/09 12:35,Product2,3600
1/3/09 16:56,Product1,1200
1/12/09 12:04,Product1,1200
1/27/09 3:19,Product1,1200
1/24/09 9:30,Product1,1200
1/25/09 18:33,Product1,1200
1/15/09 11:43,Product1,1200
1/23/09 16:30,Product2,3600
1/5/09 12:57,Product1,1200
1/29/09 16:52,Product1,1200
1/10/09 0:04,Product1,1200
1/3/09 14:17,Product2,3600
1/15/09 9:00,Product1,1200
1/24/09 20:58,Product1,1200
1/10/09 11:53,Product1,1200
1/4/09 17:34,Product1,1200
1/28/09 0:22,Product1,1200
1/17/09 1:49,Product1,1200
1/25/09 17:48,Product1,1200
1/22/09 5:39,Product2,3600
1/19/09 15:40,Product2,3600
1/21/09 23:52,Product1,1200
1/19/09 13:15,Product1,1200
1/16/09 7:35,Product1,1200
1/22/09 9:48,Product2,3600
1/18/09 12:05,Product2,3600
1/4/09 10:44,Product1,1200
1/20/09 14:55,Product1,1200
1/2/09 18:41,Product1,1200
1/2/09 7:03,Product1,1200
1/21/09 7:19,Product1,1200
1/11/09 17:52,Product2,3600
1/16/09 17:56,Product1,1200
1/9/09 20:00,Product1,1200
1/13/09 2:47,Product1,1200
1/19/09 4:23,Product2,3600
1/13/09 12:51,Product1,1200
1/29/09 7:40,Product1,1200
1/21/09 4:34,Product1,1200
1/7/09 13:28,Product1,1200
1/26/09 16:47,Product1,1200
1/29/09 1:01,Product1,1200
1/25/09 12:55,Product1,1200
1/24/09 13:35,Product1,1200
1/28/09 13:30,Product1,1200
1/20/09 19:08,Product1,1200
1/29/09 17:13,Product1,1200
1/2/09 5:33,Product1,1200
1/31/09 11:03,Product1,1200
1/13/09 9:16,Product1,1200
1/19/09 12:38,Product1,1200
1/18/09 12:14,Product2,3600
1/22/09 10:59,Product1,1200
1/14/09 7:30,Product1,1200
1/19/09 1:52,Product1,1200
1/8/09 23:00,Product1,1200
1/25/09 7:29,Product1,1200
1/17/09 15:19,Product1,1200
1/23/09 12:23,Product1,1200
1/24/09 8:45,Product1,1200
1/27/09 3:45,Product2,3600
1/29/09 23:48,Product1,1200
1/3/09 18:43,Product1,1200
1/24/09 17:18,Product2,3600
1/2/09 15:13,Product1,1200
1/8/09 10:44,Product1,1200
1/29/09 8:13,Product1,1200
1/24/09 10:26,Product1,1200
1/24/09 12:56,Product1,1200
1/7/09 13:38,Product1,1200
1/23/09 15:38,Product1,1200
1/26/09 14:43,Product1,1200
1/17/09 20:33,Product1,1200
1/5/09 9:15,Product1,1200
1/20/09 8:16,Product1,1200
1/29/09 12:46,Product1,1200
1/15/09 18:12,Product1,1200
1/23/09 13:55,Product1,1200
1/26/09 10:26,Product1,1200
1/12/09 11:48,Product1,1200
1/29/09 15:20,Product1,1200
1/28/09 7:26,Product1,1200
1/14/09 0:03,Product2,3600
1/13/09 1:55,Product1,1200
1/12/09 23:21,Product1,1200
1/22/09 2:16,Product1,1200
1/29/09 12:53,Product1,1200
1/28/09 11:36,Product1,1200
1/19/09 6:50,Product1,1200
1/30/09 5:20,Product1,1200
1/19/09 14:06,Product1,1200
1/8/09 9:43,Product1,1200
1/23/09 9:09,Product2,3600
1/20/09 8:58,Product1,1200
1/2/09 13:35,Product1,1200
1/9/09 15:03,Product1,1200
1/23/09 7:04,Product1,1200
1/17/09 10:14,Product1,1200
1/19/09 16:16,Product1,1200
1/20/09 13:54,Product1,1200
1/23/09 21:35,Product1,1200
1/21/09 23:41,Product1,1200
1/21/09 4:11,Product1,1200
1/10/09 3:43,Product1,1200
1/15/09 18:08,Product2,3600
1/20/09 14:48,Product2,3600
1/21/09 11:56,Product1,1200
1/30/09 6:18,Product2,3600
1/12/09 17:28,Product1,1200
1/29/09 8:27,Product2,3600
1/24/09 12:43,Product1,1200
1/7/09 10:49,Product2,3600
1/11/09 17:06,Product1,1200
1/30/09 6:17,Product1,1200
1/7/09 10:52,Product1,1200
1/27/09 6:20,Product1,1200
1/21/09 20:02,Product1,1200
1/4/09 16:23,Product1,1200
1/6/09 12:26,Product1,1200
1/11/09 4:34,Product1,1200
1/17/09 6:39,Product1,1200
1/4/09 3:41,Product1,1200
1/12/09 5:50,Product3,7500
1/3/09 13:43,Product1,1200
1/11/09 6:51,Product1,1200
1/17/09 6:23,Product1,1200
1/26/09 18:38,Product1,1200
1/31/09 13:26,Product1,1200
1/21/09 2:20,Product2,3600
1/18/09 13:25,Product1,1200
